loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,loan_status
8209.323765495556,36,14.913226880701767,C,2,RENT,24456.412621253447,debt_consolidation,31.40785749628684,1,0,9,0,7502.239433556673,42.93964830352458,15,Individual,0
38813.80048281779,36,22.406580691081885,C,6,MORTGAGE,67027.7603340541,debt_consolidation,16.16414033547425,0,2,12,0,29031.974390133902,38.26559706705615,24,Individual,1
31230.180111083468,60,20.517228773173038,C,0,MORTGAGE,16179.710364864677,debt_consolidation,34.92185097394693,0,1,5,0,42487.82659254483,81.07398030272363,16,Joint App,0
37640.45872100338,36,6.679790027783179,C,3,RENT,53596.17623083209,other,22.91192330539286,0,1,11,1,36914.007814889424,81.71027726820914,23,Individual,1
35898.266666678304,36,22.806183955491285,B,3,RENT,55702.04408937648,debt_consolidation,7.662582921680383,2,1,10,1,4384.966531113704,9.688829059608917,25,Individual,1
24318.09917363232,36,14.435343022996472,F,5,MORTGAGE,40770.85726831077,home_improvement,2.194757043599691,1,1,13,0,17802.328188279782,46.73364682959037,25,Individual,1
36953.095165901555,60,19.877242897719967,A,5,MORTGAGE,31953.548908384404,car,22.203615979564294,0,0,9,0,37509.891186071945,60.72998687853395,19,Individual,1
4451.20758002486,36,7.800784625287043,F,9,OWN,36105.765856086604,debt_consolidation,22.67442044343932,0,0,9,0,5992.061595434428,79.92654584883674,20,Individual,1
8643.331634346663,36,18.414390514140962,B,7,MORTGAGE,36650.760456118136,other,34.402707732016566,1,0,4,1,20835.576106531495,68.6136246891995,18,Individual,1
2763.8642675109845,60,9.726520352189159,C,0,MORTGAGE,45747.22112653232,debt_consolidation,1.5500893918508662,1,1,7,0,27579.259802019616,58.863752043041686,19,Individual,1
13687.88289976731,60,13.767617942818632,A,6,MORTGAGE,33193.83089421629,medical,32.850331198415276,1,0,16,0,13126.312657305789,25.777438009880925,23,Individual,1
16158.414297889798,36,5.337257401642088,A,3,RENT,35732.579573154486,other,16.225342788755746,0,0,13,0,48082.6092022295,2.768109591010759,28,Individual,1
11582.61223918194,36,8.032212758609521,B,5,OWN,42972.569375008854,home_improvement,21.133514620088146,0,2,6,0,24652.184833413754,62.25187782611993,18,Individual,1
33320.76285692524,36,6.841609862472396,D,9,MORTGAGE,36779.95746589131,credit_card,21.33562910599292,0,2,5,0,44653.54861876898,68.4326915802657,16,Individual,1
14913.379741049981,36,9.794883458765169,B,8,RENT,23295.45679870403,car,15.293038966077415,2,1,6,1,27157.96596760355,26.2119432393371,19,Individual,0
11956.44587780785,60,7.000361800486445,C,2,MORTGAGE,24513.169931734166,debt_consolidation,7.440066213686896,0,2,7,0,41983.67938179071,50.060790053104945,15,Individual,1
22165.14724317169,60,18.838200532391237,B,7,OWN,34961.8782644063,debt_consolidation,3.152921638605899,0,0,11,0,47636.08385678717,38.75752040299848,19,Individual,1
6496.044774015743,36,5.580798044184387,B,2,OWN,15302.78569527691,other,8.279612438393556,2,1,7,0,46690.530693481865,30.548866404345944,15,Individual,1
32285.682249407546,60,17.35481001249996,E,5,RENT,33791.75657447083,credit_card,28.570583049363453,1,1,8,0,21765.810272138107,47.39880034305825,16,Joint App,0
3907.475103511062,36,7.814156616511485,E,1,RENT,39564.58164184625,other,27.290443098128655,0,1,13,2,48456.335399081865,2.6535632595508507,19,Individual,1
39488.59052742017,60,23.903229143557937,C,8,RENT,34693.18765337611,debt_consolidation,27.01684144632315,2,0,10,0,14817.94668738548,74.74967944932342,25,Individual,1
31117.54600256964,60,23.661881462197087,B,1,MORTGAGE,45638.8487630603,credit_card,36.30758198265663,0,0,15,0,31577.3882689507,57.09698607766125,18,Individual,0
8749.911579832724,36,9.510062050419252,A,4,RENT,40183.6614627107,debt_consolidation,18.27485241136239,0,1,10,0,40171.11331532871,9.419668506739665,15,Individual,1
1215.3625678204935,36,17.28842596446059,F,5,RENT,55643.685670623134,medical,30.365490846838288,1,1,15,1,3941.0543608264184,85.21388579195532,17,Individual,0
32802.995709738534,36,5.560106389449169,B,3,RENT,39313.54266453207,credit_card,26.72862850879153,0,0,7,0,38201.476277202055,91.73339037275585,25,Individual,1
28567.436410057067,36,23.63577086102348,D,6,OWN,95531.1542245961,other,37.48151487470701,0,1,6,0,49469.81307571024,48.60532748198626,26,Individual,0
29431.279553598506,60,15.459746163834193,B,6,MORTGAGE,36875.59060153064,home_improvement,26.79202711126735,2,1,15,0,10589.26463511895,53.98545051916249,24,Individual,0
31079.543520751882,60,5.86446302835558,G,6,MORTGAGE,53155.114953222546,debt_consolidation,7.208930959445299,0,0,20,0,40955.91128375759,20.981020879832457,22,Individual,1
3887.741417629524,36,11.849999860162747,B,10,MORTGAGE,33104.177114563565,car,29.769919533406302,0,1,10,0,28083.578956715333,64.96512036041057,16,Individual,1
14980.163413226632,60,6.5369892372246845,B,6,MORTGAGE,36977.923357948384,credit_card,14.319020727384322,0,1,9,0,45813.545482730755,98.02101080650074,19,Individual,1
5518.893321480059,60,12.858888787467198,C,9,OWN,22625.893195151555,major_purchase,10.199602445903038,0,0,6,1,22331.91644102768,28.095328509571626,31,Individual,1
34661.033609148144,36,18.398526843226463,F,10,OWN,34524.69424492155,other,11.126176374770846,0,2,13,1,39631.97447420887,3.3753565220564385,11,Individual,1
25308.62694627476,36,14.397798160828792,F,9,OWN,23986.30067501953,debt_consolidation,33.003159293547014,2,1,10,0,35931.39716995266,98.35127486409182,28,Joint App,1
13905.022969253318,60,12.67444349438909,D,8,OWN,64477.05701218021,home_improvement,18.114039491634372,0,2,14,0,25437.57496987818,90.55642281743262,20,Joint App,1
3478.7756611549216,36,7.383140910809296,D,1,MORTGAGE,39772.2093142625,other,18.7640109521,0,0,14,2,44217.457333066624,85.71045316406307,30,Individual,1
13128.310546910825,36,9.898780913873127,C,4,OWN,48293.10604250241,car,0.42740284168789167,0,3,15,0,44445.81428199833,12.682904451623877,21,Individual,1
13682.149559043135,60,7.002865754767022,D,9,RENT,15171.82556110486,credit_card,10.806179961883306,1,0,10,0,49209.007715354746,9.266926374763019,20,Joint App,1
29454.6409551845,60,21.149974633133215,E,8,OWN,16118.738816820744,other,35.33510237988363,0,3,12,0,13327.70853173193,54.827866632462765,9,Individual,1
25864.741382853314,36,7.704796559694451,C,10,RENT,30993.385664273348,medical,19.92275058030617,0,1,12,0,28603.045684053934,42.73541440787453,12,Individual,1
35601.296960476735,60,16.90746733097787,C,10,RENT,17853.09641685596,other,16.65533826807636,1,2,13,0,13114.554116921701,4.971253972970569,25,Individual,1
19416.382081316024,36,11.854808271776918,C,1,RENT,8850.83970400828,major_purchase,2.9591130317451153,0,3,10,0,43482.14947762122,87.91751001280352,19,Individual,1
5664.1755915937665,36,9.51956769310367,C,2,OWN,54195.72327082406,credit_card,11.736361954390153,0,0,13,0,34620.30394686051,8.762708147225629,18,Joint App,1
28816.546701696807,60,17.789368789842076,E,6,RENT,42706.04483164064,debt_consolidation,5.248187611447155,1,0,14,0,39751.527882720264,34.896483486328286,20,Joint App,0
30670.616896059,60,14.140046187538813,B,8,RENT,24391.709460226735,medical,6.576241088108206,3,1,10,0,44791.31081959187,7.628981944275425,22,Individual,1
22889.81070521035,36,13.002909345691183,B,2,RENT,38623.4875641723,home_improvement,13.55273013322996,0,1,7,0,26416.73689549796,5.933896958823681,23,Individual,0
31067.72001822788,36,16.857040097844433,C,9,RENT,90983.58985031715,debt_consolidation,2.6837476807320915,1,0,14,0,48726.865430713675,7.749825458701198,25,Joint App,1
20258.028258211238,36,14.825352569800014,B,7,MORTGAGE,22826.689877715704,medical,31.131230785749345,0,0,11,0,30496.739279968366,61.23401582022223,16,Individual,1
21386.580345897768,60,11.069684171031216,C,10,MORTGAGE,57333.21464594226,home_improvement,24.874339455446375,0,2,6,0,32411.268099637186,63.15279219440123,16,Individual,1
17674.099715983437,36,16.181225755305032,E,7,MORTGAGE,28921.65215557177,debt_consolidation,31.989685761866575,0,2,7,0,2842.601054413102,38.244850562007215,22,Individual,1
1991.3459430197122,60,18.38997153101389,C,3,OWN,26673.52139170757,debt_consolidation,13.913781144667844,3,2,6,0,7353.179445980207,59.58787043208709,20,Joint App,0
5207.7656527388735,36,5.533863171737085,E,10,MORTGAGE,19400.825173905847,major_purchase,8.886565311903345,1,0,5,0,35675.03506245058,41.56226437603876,15,Individual,1
2225.7382417826357,60,14.317434578153508,A,5,MORTGAGE,38994.96849440645,medical,23.59986221249981,0,0,4,1,29904.531279643048,90.42438103076407,15,Individual,1
25820.006039287437,36,6.153665691670875,E,10,RENT,54342.3830593349,debt_consolidation,0.8778168437651246,1,0,4,2,48515.5827398288,53.91654921851978,13,Individual,1
13259.88326197674,60,8.728108281362221,C,7,MORTGAGE,42415.588429340176,credit_card,3.5609127773002447,1,1,7,0,18679.4707692308,2.113960287799732,14,Individual,1
20834.256955423407,36,16.21017468155946,A,8,OWN,32584.01735414537,debt_consolidation,29.658460852486126,0,1,18,0,41071.30924186644,43.86293392344973,32,Individual,1
36395.09248311763,36,22.323778305311613,C,1,OWN,26270.934328754378,other,35.49554504394062,0,0,13,0,36643.92906839667,5.212799489166442,14,Joint App,0
10722.396936806123,36,22.656113583769695,F,0,MORTGAGE,86266.06307859161,credit_card,8.21908262843888,1,0,7,0,9336.610814161038,2.0258444514850593,18,Individual,1
17004.93399838956,36,6.3988802027726255,A,4,OWN,27466.683849497367,debt_consolidation,31.639731382910288,0,0,14,0,9350.286641154087,59.96803404053313,23,Individual,1
30466.4944031789,60,13.382101725734133,C,9,MORTGAGE,27362.132303381084,home_improvement,15.346395434192623,0,0,8,0,8801.67388589983,47.311303978594644,17,Individual,1
9923.128454173277,60,16.660129660091023,E,2,RENT,16623.134459270528,credit_card,16.63713556923883,0,0,10,0,18750.076180775188,85.36542762685512,18,Individual,0
4002.2164833229267,60,7.941398091006868,A,10,MORTGAGE,87186.95761225458,credit_card,35.36077497105576,3,2,16,0,6962.314029557082,55.44154779498677,31,Individual,1
12300.306663636953,60,20.308644334895433,C,5,RENT,15565.208301886498,credit_card,24.841613315986557,0,0,13,0,43387.218361148676,76.15730000336376,28,Individual,0
7287.630202906173,60,19.884705168744777,C,10,MORTGAGE,58406.30366867652,credit_card,32.477014921520684,1,1,8,0,33429.12613779366,84.82523073665502,23,Individual,0
37258.20844136035,36,23.066820274135893,B,0,MORTGAGE,49001.77511422956,debt_consolidation,31.030657637069442,1,2,14,0,41075.29918695112,89.18509260192022,33,Individual,1
32516.694803012262,60,5.169720241668861,C,10,OWN,28558.340991142017,car,22.963680003273005,1,1,11,0,2738.941186774685,65.91566690462757,18,Individual,0
25702.746503906514,60,9.333684879780053,A,3,RENT,40692.49932039207,debt_consolidation,29.91432351786458,2,2,10,0,36204.552770255126,11.379037433946948,14,Individual,1
34986.96301732099,60,21.543734284906435,D,5,OWN,45838.575976735854,other,28.32832900766341,1,1,11,0,20542.51338905862,9.215963746536149,22,Joint App,0
32343.210999065464,60,18.411601016538707,A,1,MORTGAGE,112841.23477907693,debt_consolidation,19.211340208673032,0,2,14,0,38322.53552437922,64.77162284381576,23,Individual,1
8276.232296555398,36,22.887797073969814,B,10,RENT,87554.26279562947,debt_consolidation,6.073516207923384,0,0,8,0,31651.57305043538,90.20580042966955,24,Individual,1
35809.80094110913,36,6.14359309060533,C,10,RENT,52529.314683480865,home_improvement,10.655074320091726,0,2,10,0,15975.417632695582,1.6374408477771496,17,Individual,1
22034.347434710377,36,16.939279314328857,B,7,RENT,41214.313445087435,home_improvement,15.054999354931109,0,3,8,0,47404.19039924511,23.358609979071165,23,Individual,1
32490.16605139844,36,16.380931497873483,B,3,OWN,50682.12040041683,home_improvement,23.46755969608717,1,0,7,0,25153.3192421368,54.55603173699926,14,Joint App,1
35947.56069701623,60,5.713488327210648,D,1,RENT,40846.65310624506,credit_card,11.911075278966297,0,0,14,0,22013.900759367734,17.512460488839167,17,Individual,1
13402.13552390269,60,15.27044153824967,F,0,MORTGAGE,43388.71591779008,credit_card,8.21460823242278,0,3,12,0,28777.93003862314,58.30279335368536,18,Individual,1
5292.025056579394,36,17.190406226198483,E,7,MORTGAGE,26235.548701019154,credit_card,1.4219544844691523,0,1,10,0,20088.049420056308,46.62752784405275,17,Individual,1
9889.471339135725,36,8.825863484042145,C,9,MORTGAGE,35104.67116053453,major_purchase,8.500987270219191,1,0,13,1,2204.9565899729564,44.4023220929908,18,Joint App,1
17657.203756423994,60,10.466591662493258,E,0,MORTGAGE,53621.45253879588,debt_consolidation,21.563149990232485,1,3,15,0,35329.42097647193,77.39669953750911,20,Individual,0
32902.575870977234,60,17.80694692595474,E,6,MORTGAGE,37329.71595929123,debt_consolidation,5.584854309893874,0,1,16,0,30003.125915959372,58.59791364330482,19,Individual,1
34568.49274699739,36,14.366018951999166,B,6,RENT,46408.13751432814,other,1.1742226283665635,2,4,7,0,19200.937384303357,43.395503884684,22,Individual,1
1271.1330907164374,36,22.160273151366535,B,5,RENT,28065.812016184565,debt_consolidation,2.9876893643233338,0,1,10,0,27727.769636972822,99.91376562586072,18,Individual,0
20919.144800525064,36,11.847635320183766,A,7,RENT,35476.56773308977,other,38.084221474496786,1,0,11,0,14385.076611456183,76.75683526613612,18,Individual,1
17279.029122802378,36,10.333193167764023,C,9,RENT,19575.984214437955,debt_consolidation,1.418890233534733,0,2,6,0,25379.286171089218,63.61472414438777,15,Individual,1
9662.20460835848,60,24.697318806896856,F,0,OWN,53949.80890479125,car,18.89337079227178,0,1,11,1,42069.50555164748,26.538142085557524,17,Individual,0
5674.74932601363,60,23.22271540260167,C,0,MORTGAGE,15097.59517065675,debt_consolidation,27.53095862365141,0,2,8,1,5048.4983352204745,51.314279702014964,15,Joint App,1
14166.99168474149,60,5.579854899979598,C,0,MORTGAGE,46173.22501821092,credit_card,8.924635054630773,0,0,14,0,27578.137634523984,68.84741489276864,27,Individual,1
37773.47845258825,36,20.41457230613132,A,5,MORTGAGE,18325.44671810156,debt_consolidation,38.56739358969945,0,2,10,0,41023.08991556248,83.48246627288874,20,Joint App,0
13604.914348809454,60,7.206695476504059,A,6,RENT,22602.177538089956,home_improvement,0.9081310107208473,2,1,5,0,42466.526482571855,44.72740920753535,17,Individual,1
21232.83424799128,60,5.549703896587419,C,9,OWN,22218.358899007388,credit_card,35.20370154624053,2,1,14,1,28.980203416051342,49.0900275330666,21,Individual,0
28417.739396911937,36,10.473910319326977,F,8,MORTGAGE,55810.67118463621,car,15.659941232251988,0,2,8,0,16940.410138511008,73.52099389955777,16,Individual,0
15181.554492792466,36,10.386917581222086,B,9,OWN,19821.235929050697,debt_consolidation,15.353417253733067,1,2,8,0,31521.820975446357,41.539588871295585,16,Individual,1
38899.50122611746,36,21.386375246939295,E,4,RENT,33100.408136427875,debt_consolidation,18.88839018868461,4,1,12,0,27797.92849830612,20.710226453789325,15,Individual,0
38535.444502742335,36,19.213344918856702,A,0,MORTGAGE,29472.179135081056,debt_consolidation,38.85610994506601,1,0,14,0,26404.180913532877,95.23129218315894,26,Individual,0
10819.509537189202,36,24.632188546640286,C,8,OWN,31957.48910271748,debt_consolidation,25.123418867533786,0,3,10,0,1893.9571821686152,11.052638815671056,21,Joint App,0
20392.69172980303,36,19.23025800623637,C,4,MORTGAGE,52787.287713817735,debt_consolidation,35.14293523680805,0,1,8,0,18283.790068849732,66.04774344108749,18,Individual,0
12734.254082854017,60,13.365111065120958,E,5,RENT,34069.353571178064,debt_consolidation,1.113026956329084,1,1,3,0,30562.95561679685,46.81647196492622,21,Individual,0
12108.779280721237,60,18.978553218904338,A,8,MORTGAGE,33805.9900896157,debt_consolidation,35.877601017951555,0,1,11,0,14910.749248225813,82.76428461257007,18,Individual,1
2438.590946826779,60,24.989181343728042,A,1,RENT,23015.84912085939,debt_consolidation,8.538439911327632,0,0,6,0,10360.042306195217,91.95717165350167,16,Individual,0
24773.009025215975,60,19.20283765125056,B,2,RENT,22555.393323975513,debt_consolidation,12.598336161803463,1,1,14,0,41084.16650654272,72.0210367350043,23,Individual,1
20604.481905925597,60,20.233627119606368,F,6,OWN,18016.93487101431,debt_consolidation,2.944312989159412,1,1,9,0,32651.7965465198,62.9970390056626,16,Individual,1
3007.671298749585,60,23.767300303805186,A,2,OWN,30404.527381611526,major_purchase,36.60300444292047,2,0,9,0,44919.877978192715,35.487501517675526,17,Individual,0
11867.212105227845,36,7.273025226233667,A,1,OWN,76305.31845130702,debt_consolidation,21.044160508334482,0,2,13,0,38279.80346967983,53.14349156205398,22,Individual,1
36422.36955269949,36,19.095685868954536,C,6,MORTGAGE,39731.47060705946,medical,3.603004171303321,2,1,12,0,3645.405940839308,7.151443266342083,17,Individual,1
10342.913736011924,36,22.01611915934898,C,7,MORTGAGE,37370.33489898199,debt_consolidation,15.897482594233153,0,1,13,1,27716.519785361827,73.96170427247336,21,Joint App,1
6650.900011557701,60,24.08757200441786,D,8,RENT,16677.24832177205,debt_consolidation,15.246749621292697,0,0,6,0,13110.09768924321,1.2000056438037143,18,Joint App,1
20088.657650824956,60,9.219385794233988,F,1,OWN,63407.64239435411,debt_consolidation,2.0330647524217182,0,1,12,2,48655.95115244648,57.63656366171508,29,Joint App,0
39440.367710313425,36,15.078580154484884,C,1,OWN,80886.83024142876,car,13.904999985480746,0,1,12,1,24987.22603116378,22.71235018780876,21,Individual,1
10440.155588948515,36,18.611096952889636,E,10,RENT,23900.46351793357,medical,11.715893210523864,1,3,9,0,33244.83885551685,46.98806330894928,31,Individual,0
27213.286348829264,36,9.949354590026749,D,6,MORTGAGE,22288.97553530624,debt_consolidation,36.77860989680451,0,1,7,0,522.7466158707562,68.73437819773329,17,Joint App,1
30703.164997819986,36,17.00945726500548,B,3,RENT,74550.51532711642,debt_consolidation,32.27132503430357,0,1,10,0,31568.60606239973,28.903969092777693,18,Individual,1
10267.864215703587,36,10.151575649959987,E,4,MORTGAGE,44074.74690702079,other,6.40352526448809,0,1,13,0,2195.5000996497997,91.80521859005799,30,Individual,1
29400.437595862524,60,11.669140410632945,C,0,RENT,85770.45354373471,car,37.26228961273476,1,1,9,0,16664.4827009048,36.901738986808994,19,Individual,0
15343.542176050876,60,13.830373930217302,B,5,MORTGAGE,65462.97894622071,home_improvement,29.7265099569857,0,2,14,1,7374.216262971628,23.747931936068735,14,Individual,1
25659.9273931496,60,15.58380197493134,C,9,MORTGAGE,13887.276095769412,car,19.633892858705828,0,2,7,0,23497.797166680524,78.7346913055611,22,Individual,1
25707.658719674895,36,13.987317432503012,B,7,RENT,80452.56378203999,medical,17.3064404423522,0,1,9,0,44373.38403823716,74.51287718173883,22,Individual,1
21895.21267891558,60,14.863910395758584,A,10,OWN,38763.57206268678,other,37.073756153299236,0,2,10,0,31144.573308638308,65.70207770648184,28,Individual,1
4521.301032121924,36,10.971775125765852,D,0,RENT,36734.57167628994,debt_consolidation,12.220474207717684,1,1,7,0,11877.329172145552,95.78331565241626,17,Individual,0
33576.79732798028,60,8.179301880452613,D,1,OWN,36913.9972208474,debt_consolidation,14.82359272171486,1,1,10,0,31358.210647070133,25.909308606670077,20,Joint App,1
13510.422533897698,36,5.946999546536789,D,6,OWN,34923.53589697246,credit_card,27.64662960226567,3,2,10,0,29421.633029025485,90.69951301686017,22,Individual,0
8274.221905594315,36,8.919574449833354,B,1,RENT,16982.54640394668,debt_consolidation,30.371473238465224,0,0,8,0,26337.45588864313,11.102021143559071,22,Individual,0
